unit_id,treated,covariate_age,covariate_curation,pscore
u3,1,1.2407351791190815,0.3257497342985211,0.5696358140924506
u7,1,1.5837262611851617,0.6004612504665782,0.5546452225256229
u9,1,0.5482744023905431,0.785361444086276,0.574884270769045
u10,1,0.5329150533185703,0.9784618984822783,0.5705202069757416
u13,1,4.34016256704065,1.9335334419955277,0.4545072538565968
u15,1,0.9451602729717,2.3098127764007224,0.5276093328644594
u16,1,1.6015842569756547,0.6515113759853877,0.552952644216094
u21,1,1.6916322979471088,1.9093581885570077,0.5194714603484367
u23,1,2.1953030354369436,1.9324013788749983,0.5066392104078301
u27,1,4.253544014009486,2.1077225235311348,0.45227696881947443
u28,1,1.6462775755286037,0.578106668957461,0.5536927548911801
u29,1,2.222524232511151,2.9439399116924436,0.48067241882311174
u31,1,2.6671621514271964,2.780717955865197,0.47394354632633917
u32,1,1.9880464862585863,0.5562326932971187,0.5459950545852661
u33,1,1.295001415972227,2.5083635195137797,0.5141458027302822
u34,1,2.508752714646693,2.86833045236829,0.47560426754815205
u36,1,0.678020937755863,0.5030984361295997,0.5786963470973805
u37,1,3.0460559871834074,1.357543084291604,0.5003085744724645
u40,1,4.341335779160303,0.8571697693453081,0.48129745825855064
u43,1,1.1794690914578043,2.757614247476579,0.5107237525476089
u45,1,3.7823470681968696,2.4364995177329303,0.4554959070838611
u46,1,3.6930128177669936,1.511534894923885,0.4807102205141916
u47,1,0.9523490063751882,1.0841405379690554,0.5578745096651719
u48,1,1.7951405673261551,2.1016070316289017,0.5121472938991949
u52,1,4.022771697751027,1.9208974139067931,0.4624967688810037
u54,1,4.93965984132091,2.0815567054422357,0.43642420956105893
u55,1,3.416422686266824,1.5538325948103069,0.486380840551889
u63,1,2.4061340673265397,1.038352185486268,0.5238611976843318
u65,1,1.1190035637194509,1.7794010929904396,0.5366121370875737
u67,1,4.594717278128576,1.6879988820817964,0.4544535068436645
u68,1,2.60038816663523,2.9732381009909026,0.47076149820530583
u72,1,2.005083014923485,0.6278771393461807,0.5438050838613853
u73,1,1.0839073553255163,2.710499354012815,0.5142276697735801
u75,1,3.8597043382480485,0.2543838065644732,0.5081012185415876
u76,1,2.3941026476177703,1.3613118276535299,0.5160846390210303
u77,1,3.934341870778596,0.8867443607060393,0.4904606187036883
u78,1,0.8558112981558009,1.569841388131972,0.548181168507536
u84,1,1.629093329937106,1.966878805252527,0.5195547758118021
u85,1,4.347253078837398,2.170555461744939,0.44846061877016885
u88,1,2.1486746970927078,2.2895890756589736,0.4988363744958711
u89,1,2.490270643051875,0.5853773983706344,0.5331177210637905
u91,1,3.120933807149801,1.0347424172743411,0.5065629714294027
u93,1,0.7859000673290139,2.1188826787738786,0.5362300962573622
u94,1,1.3673430085583542,0.6076315378862603,0.5596684479943828
u96,1,3.509126432795387,0.9352028912484337,0.4996013379391491
u98,1,2.221016755772382,2.3270835711663898,0.4961365171517711
u100,1,1.3781489924224177,1.9839035568990686,0.5252280938142202
u102,1,0.6922575346119313,1.2584423005417769,0.559818834473653
u104,1,1.0816299002642877,1.2295986535309091,0.5511670508190342
u105,1,3.211168990790768,1.4885726083206983,0.4930092702621676
u106,1,2.5351083143669078,1.4144982064408878,0.5113235798187127
u107,1,4.858496649062401,1.1366161278338784,0.4617766980205945
u109,1,1.4393997004958161,2.0174716329378914,0.5229019155482527
u111,1,2.040957903478269,2.9985703320248405,0.48372278206590996
u113,1,2.025643738538697,1.9590468217759638,0.5101028473979601
u114,1,3.303525074349603,2.9418445999139284,0.45451748951430576
u117,1,1.9770837264469663,2.0980424219806824,0.5078076973282912
u118,1,3.6803686261891504,2.7355317356192854,0.45054006816548703
u120,1,2.2227117204655835,2.598846016285525,0.48929589431432124
u122,1,2.9540140660647505,2.259246940179328,0.4799952910576328
u123,1,4.948979249345371,1.0483896417282086,0.46178118476765767
u124,1,1.0252335230418166,1.8079601157748402,0.5381720924517412
u125,1,2.9157278054096643,1.1514801409212205,0.5086381437770187
u128,1,2.0830921773880386,1.4938949105563117,0.5203345700007399
u129,1,2.151362723478648,0.9239063070145247,0.5328997826435985
u133,1,3.149541642022208,2.1639392137354636,0.47762330154835825
u134,1,3.6239767685959596,0.2935992755933322,0.5128579969460093
u137,1,4.900993356027774,1.7389181842168708,0.44580810715844044
u138,1,0.6175720227757131,0.9278871228297446,0.5697399979011197
u139,1,1.5005533150119454,1.267891880630623,0.5401008425399408
u140,1,1.975837259326087,2.778467321931658,0.4908119566795277
u142,1,3.523275418440754,1.1934221002702703,0.4927953050009341
u143,1,2.767048756927106,0.6744689029000999,0.5241779613503935
u144,1,3.450764627299089,1.7440065964051497,0.48079151644140494
u146,1,2.860586749721004,0.2632165042457086,0.5321662425709702
u148,1,1.9698490959278987,0.23200149464833772,0.554465558898105
